#{"t_start": 1773677719.898279, "env_id": "None"}
r,l,t
-0.527257,7,631.88702
-0.556935,7,631.899038
-0.631546,7,631.908551
-0.428899,7,631.923349
-0.571088,7,631.938436
-0.625164,7,631.948987
-0.588587,7,631.956985
-0.455595,7,631.968238
-0.499473,7,631.979429
-0.504262,7,631.987966
-0.558506,7,631.999101
-0.542243,7,632.014392
-0.497682,7,632.02958
-0.502877,7,632.045274
-0.527943,7,632.060782
-0.565386,7,632.079561
-0.529052,7,632.08875
-0.529248,7,632.104527
-0.640675,7,632.120798
-0.514557,7,632.136842
-0.509242,7,632.153315
-0.479605,7,632.169536
-0.533554,7,632.186037
-0.493017,7,632.203224
-0.492598,7,632.217362
-0.53602,7,632.233896
-0.483307,7,632.247667
-0.564948,7,632.256272
-0.443511,7,632.271504
-0.61306,7,632.287656
-0.566888,7,632.299099
-0.517899,7,632.307362
-0.589825,7,632.325063
-0.549686,7,632.342204
-0.514046,7,632.35116
-0.576405,7,632.360759
-0.512478,7,632.375965
-0.596365,7,632.385498
-0.535415,7,632.395028
-0.621588,7,632.404624
-0.53681,7,632.418291
-0.702669,7,632.431252
-0.588485,7,632.439225
-0.517919,7,632.455808
-0.431372,7,632.466974
-0.546493,7,641.444122
-0.607788,7,641.459418
-0.560452,7,641.474662
-0.601676,7,641.489647
-0.531342,7,641.504648
-0.55698,7,641.516207
-0.555484,7,641.525889
-0.515327,7,641.536366
-0.612901,7,641.544719
-0.578641,7,641.55275
-0.654214,7,641.5629
-0.478014,7,641.578134
-0.615439,7,641.591722
-0.531512,7,641.599596
-0.592721,7,641.607393
-0.456808,7,641.616761
-0.555344,7,641.630424
-0.538056,7,641.646763
-0.544033,7,641.661882
-0.489521,7,641.676904
-0.488031,7,641.684874
-0.476209,7,641.693654
-0.492368,7,641.7015
-0.630039,7,641.709419
-0.46916,7,641.718562
-0.509085,7,641.727741
-0.543161,7,641.736937
-0.564127,7,641.748236
-0.571776,7,641.755993
-0.513529,7,641.771132
-0.525785,7,641.78647
-0.49397,7,641.801492
-0.535646,7,641.81381
-0.522185,7,641.823015
-0.622346,7,641.832516
-1.649352,7,641.841697
-0.562881,7,641.850974
-0.615418,7,641.86177
-0.500277,7,641.86957
-0.607241,7,641.881266
-0.651895,7,641.889328
-0.568907,7,641.898659
-0.648256,7,641.908169
-0.575638,7,641.917977
-0.564436,7,641.927267
-0.527256,7,641.93528
-0.594496,7,641.944974
-0.476423,7,641.962436
-0.504866,7,641.978689
-0.547013,7,641.994254
-0.64776,7,642.009312
-0.675148,7,642.024379
-0.563503,7,642.039432
-0.602129,7,642.054471
-0.474464,7,642.06936
-0.603126,7,642.082489
-0.627085,7,642.092973
-0.53859,7,642.108741
-0.601225,7,642.123849
-0.629656,7,642.138805
-0.580441,7,642.154003
-0.574373,7,642.164577
-0.534084,7,642.1723
-0.49694,7,642.183218
-0.534658,7,642.198662
-0.596194,7,642.206581
-0.543442,7,642.217819
-0.614102,7,642.22676
-0.583903,7,642.242017
-1.033037,7,642.257621
-0.575,7,642.272834
-0.596128,7,642.287843
-0.633567,7,642.302794
-0.512779,7,642.315328
-0.482447,7,642.323107
-0.575262,7,642.332589
-0.551269,7,642.340331
-0.604949,7,642.353364
-0.504233,7,642.368634
-0.476103,7,642.380427
-0.588465,7,642.388346
-0.511285,7,642.400667
-0.583485,7,642.415191
-0.551857,7,642.422982
-0.636558,7,642.434846
-0.545803,7,642.44336
-0.474877,7,642.458808
-0.580326,7,642.473754
-0.492766,7,642.48888
-0.535628,7,642.498798
-0.493463,7,642.506518
-0.668693,7,642.515487
-0.518629,7,642.527571
-0.529442,7,642.535605
-0.591961,7,642.548475
-0.53217,7,642.564018
-0.518183,7,642.579042
-0.703864,7,642.593624
-0.578579,7,642.601468
-0.500569,7,642.609723
-0.503322,7,642.617669
-0.731829,7,642.625653
-0.459008,7,642.634848
-0.499824,7,642.645242
-0.470351,7,642.653006
-0.569933,7,642.666856
-0.5067,7,642.681877
-0.498547,7,642.69572
-0.557111,7,642.704925
-0.503842,7,642.717952
-0.594122,7,642.732973
-0.555767,7,642.747818
-0.525575,7,642.761765
-0.614952,7,642.77134
-0.655566,7,642.787535
-0.526199,7,642.798235
-0.457622,7,642.80615
-0.562349,7,642.814715
-0.449544,7,642.822928
-0.484404,7,642.832481
-0.476638,7,642.840381
-0.610298,7,642.849473
-0.548596,7,642.859816
-0.507394,7,642.868107
-0.667343,7,642.880312
-0.593905,7,642.895558
-0.594687,7,642.910586
-0.429678,7,642.925529
-0.518609,7,642.940378
-0.469252,7,642.955402
-0.458235,7,642.971194
-0.66582,7,642.984264
-0.628868,7,642.995392
-0.561873,7,643.003204
-0.508095,7,643.013225
-0.520363,7,643.028495
-0.492545,7,643.043498
-0.539833,7,643.058468
-0.507392,7,643.073447
-0.562209,7,643.083255
-0.528641,7,643.09332
-0.702265,7,643.109101
-0.511547,7,643.124087
-0.490903,7,643.139083
-0.553631,7,643.153952
-0.486347,7,643.164379
-0.495942,7,643.172166
-0.53697,7,643.187532
-0.654953,7,643.20365
-0.59193,7,643.218671
-0.484594,7,643.230819
-0.499756,7,643.24003
-0.481401,7,643.254352
-0.506925,7,643.264324
-0.512799,7,643.272017
-0.500894,7,643.281086
-0.535928,7,643.293679
-0.577318,7,643.309553
-0.534495,7,643.325196
-0.450342,7,643.340237
-0.46486,7,643.355225
-0.669725,7,643.365036
-0.436162,7,643.374194
-0.647039,7,643.382392
-0.582646,7,643.390348
-0.515274,7,643.39966
-0.633141,7,643.410782
-0.610791,7,643.418567
-0.503581,7,643.431173
-0.594397,7,643.444987
-0.496218,7,643.454183
-0.579272,7,643.466623
-0.523082,7,643.48194
-0.604162,7,643.496819
-0.599216,7,643.51188
-0.504291,7,643.527131
-0.557425,7,643.535948
-0.974169,7,643.548044
-0.553506,7,643.555809
-0.574025,7,643.56461
-0.520432,7,643.572496
-0.474383,7,643.582364
-0.71593,7,643.592928
-0.520596,7,643.600879
-0.591203,7,643.608809
-0.470713,7,643.624165
-0.559995,7,643.635056
-0.526338,7,643.646897
-0.698342,7,643.662065
-0.491321,7,643.67705
-0.644966,7,643.691917
-0.613009,7,643.706406
-0.56836,7,643.721318
-0.527602,7,643.736517
-0.569244,7,643.749286
-0.5633,7,643.759541
-0.568023,7,643.77518
-0.550826,7,643.790667
-0.463065,7,643.805874
-0.625068,7,643.820856
-0.553904,7,643.835869
-0.504523,7,643.847015
-0.488374,7,643.856224
-0.464409,7,643.867029
-0.594365,7,643.877877
-0.703413,7,643.893502
-0.535508,7,643.908494
-0.43735,7,643.923453
-0.517423,7,643.938567
-0.458732,7,643.953473
-0.495287,7,643.96824
-0.589319,7,643.980265
-0.508114,7,643.987824
-0.478525,7,644.002903
-0.45724,7,644.018042
-0.549676,7,644.032874
-0.630281,7,644.04661
-0.537017,7,644.061589
-0.433621,7,644.077405
-0.58281,7,644.085033
-0.584657,7,644.096205
-0.530862,7,644.11053
-0.527093,7,644.118465
-0.605031,7,644.128496
-0.578722,7,644.143611
-0.579415,7,644.158716
-0.512624,7,644.173666
-0.596103,7,644.188483
-0.629433,7,644.198962
-0.54193,7,644.20818
-0.575115,7,644.224347
-0.750844,7,644.239506
-0.602207,7,644.254252
-0.547794,7,644.269276
-0.62203,7,644.28437
-0.525319,7,644.297819
-0.602185,7,644.30529
-0.646961,7,644.319238
-0.5043,7,644.334581
-0.55572,7,644.349529
-0.575234,7,644.364634
-0.529263,7,644.379576
-0.504224,7,644.394386
-0.52178,7,644.410991
-0.639379,7,644.418673
-0.553569,7,644.431055
-0.508827,7,644.446316
-0.481009,7,644.461557
-0.502002,7,644.477028
-0.665448,7,644.492114
-0.539088,7,644.507132
-0.50114,7,644.52202
-0.592819,7,644.533159
-0.662694,7,644.544829
-0.573549,7,644.560013
-0.525015,7,644.574941
-0.679466,7,644.583807
-0.527979,7,644.594115
-0.47366,7,644.609235
-0.61338,7,644.624359
-0.625397,7,644.639177
-0.988038,7,644.648899
-0.533734,7,644.658482
-0.637108,7,644.674308
-0.595604,7,644.689358
-0.524366,7,644.699853
-0.632195,7,644.709073
-0.724561,7,644.718198
-0.557981,7,644.727476
-0.554903,7,644.736685
-0.530952,7,644.751019
-0.48958,7,644.764766
-0.464898,7,644.774007
-0.452743,7,644.78832
-0.515095,7,644.803374
-1.120643,7,644.818785
-0.43837,7,644.834029
-0.576684,7,644.847714
-0.542191,7,644.86314
-0.691786,7,644.87079
-0.549519,7,644.884969
-0.608644,7,644.900024
-1.081254,7,644.915039
-0.492719,7,644.929924
-0.560472,7,644.943902
-0.702211,7,644.952807
-0.578088,7,644.961737
-0.512655,7,644.97075
-0.594754,7,644.981683
-0.536894,7,644.989559
-0.485553,7,645.001284
-0.593264,7,645.009679
-0.541816,7,645.024781
-0.623591,7,654.039588
-0.615149,7,654.059048
-0.432218,7,654.075341
-0.501498,7,654.09102
-0.533098,7,654.099807
-0.605198,7,654.10919
-0.527437,7,654.124733
-0.482905,7,654.139792
-0.558516,7,654.148309
-0.650924,7,654.158361
-0.531795,7,654.174371
-0.650569,7,654.185612
-0.599233,7,654.197573
-0.547161,7,654.212622
-0.60105,7,654.227998
-0.640265,7,654.243159
-0.492933,7,654.260582
-0.616158,7,654.269946
-0.552785,7,654.282299
-0.659828,7,654.290339
-0.641437,7,654.305584
-0.641206,7,654.320562
-0.567379,7,654.330509
-0.61,7,654.338502
-0.587195,7,654.351524
-0.527449,7,654.363487
-0.567846,7,654.371459
-0.576965,7,654.382544
-0.452881,7,654.39454
-0.537891,7,654.409994
-0.468135,7,654.425103
-0.530003,7,654.435486
-0.554388,7,654.444936
-0.501537,7,654.452935
-0.4767,7,654.461604
-0.565444,7,654.471094
-0.65321,7,654.480682
-0.550442,7,654.492519
-0.614956,7,654.508327
-0.571334,7,654.523921
-0.566025,7,654.538872
-0.571905,7,654.553875
-0.517774,7,654.569006
-0.554975,7,654.583187
-0.545268,7,654.593107
-0.685419,7,654.601005
-0.541119,7,654.612917
-0.63333,7,654.627292
-0.521851,7,654.635112
-0.556452,7,654.644331
-0.483555,7,654.658663
-0.532444,7,654.66793
-0.647717,7,654.678841
-0.580681,7,654.696541
-0.462238,7,654.712458
-0.560033,7,654.727772
-0.622757,7,654.742221
-0.533205,7,654.757246
-0.561382,7,654.766222
-0.520014,7,654.773999
-0.536011,7,654.781776
-0.468281,7,654.7895
-0.598477,7,654.803096
-0.465428,7,654.815807
-0.525263,7,654.824305
-0.625722,7,654.834594
-0.467723,7,654.843468
-0.569226,7,654.851304
-0.479394,7,654.861455
-0.635826,7,654.875624
-0.53952,7,654.890675
-0.534664,7,654.905663
-0.481522,7,654.923738
-0.525904,7,654.939346
-0.629455,7,654.954914
-0.433675,7,654.969943
-0.484124,7,654.984868
-0.551125,7,654.999831
-0.480882,7,655.01463
-0.597642,7,655.178299
-0.488376,7,655.193957
-0.472716,7,655.209195
-0.571447,7,655.21799
-0.610371,7,655.229011
-0.487558,7,655.24476
-0.541038,7,655.259581
-0.535745,7,655.267405
-0.602935,7,655.275641
-0.552721,7,655.291678
-0.51013,7,655.307152
-0.548408,7,655.323334
-0.585263,7,655.33289
-0.606154,7,655.341177
-0.663789,7,655.349152
-0.559156,7,655.356927
-0.667262,7,655.368038
-0.677495,7,655.377109
-0.549076,7,655.385233
-0.581439,7,655.394012
-0.552356,7,655.402769
-0.610805,7,655.416665
-0.565222,7,655.431857
-0.516238,7,655.44732
-0.506378,7,655.460998
-0.509908,7,655.470247
-0.482601,7,655.480895
-0.961342,7,655.488672
-0.635245,7,655.504542
-0.546551,7,655.519569
-0.600397,7,655.534539
-0.57956,7,655.549466
-0.508427,7,655.564396
-0.533409,7,655.579238
-0.525608,7,655.594292
-0.522145,7,655.603537
-0.561182,7,655.61938
-0.556354,7,655.634616
-0.511388,7,655.649575
-0.598157,7,655.665233
-0.657394,7,655.680275
-0.494179,7,655.695137
-0.470865,7,655.713081
-0.525238,7,655.729389
-0.48491,7,655.744777
-0.455562,7,655.759895
-0.537392,7,655.774575
-0.487805,7,655.782359
-0.560238,7,655.79018
-0.575315,7,655.805387
-0.500719,7,655.814137
-0.540977,7,655.821868
-0.598146,7,655.832775
-0.5407,7,655.841954
-0.577031,7,655.857699
-1.091554,7,655.872769
-0.480798,7,655.887739
-0.502216,7,655.902808
-0.615064,7,655.917775
-0.597065,7,655.928638
-0.60519,7,655.93629
-0.623297,7,655.950318
-0.464286,7,655.962818
-0.490885,7,655.972113
-0.543134,7,655.985728
-0.515253,7,656.000714
-0.565498,7,656.015747
-0.614595,7,656.030626
-0.465407,7,656.045494
-0.659571,7,656.06088
-0.460943,7,656.070057
-0.696925,7,656.084627
-0.580461,7,656.100419
-0.481876,7,656.115961
-0.535026,7,656.128856
-0.497006,7,656.144252
-0.607043,7,656.160828
-0.614143,7,656.170644
-0.542501,7,656.186302
-0.525102,7,656.201589
-0.486995,7,656.21658
-0.462031,7,656.231543
-0.528345,7,656.247165
-0.64038,7,656.265064
-0.461567,7,656.288088
-0.50422,7,656.306843
-0.488906,7,656.321314
-0.580607,7,656.333658
-0.516289,7,656.345826
-0.567778,7,656.357001
-0.54955,7,656.377274
-0.538541,7,656.397685
-0.591128,7,656.413756
-0.596145,7,656.425782
-0.539285,7,656.442993
-0.608421,7,656.452216
-0.515551,7,656.464566
-0.595476,7,656.480047
-0.531246,7,656.495712
-0.58121,7,656.513304
-0.67172,7,656.530705
-0.503222,7,656.547163
-0.556397,7,656.564526
-0.585596,7,656.577057
-0.555269,7,656.592988
-0.514475,7,656.603248
-0.611704,7,656.615572
-0.525329,7,656.624116
-0.481344,7,656.640493
-0.592059,7,656.657418
-0.5134,7,656.67435
-0.633459,7,656.683818
-0.568422,7,656.695575
-0.466094,7,656.711953
-0.590348,7,656.730574
-0.601155,7,656.747535
-0.484416,7,656.756044
-0.572966,7,656.772502
-0.663033,7,656.788556
-0.490124,7,656.804561
-0.445925,7,656.82129
-0.549779,7,656.833218
-0.506826,7,656.847384
-0.542595,7,656.859861
-0.614302,7,656.872934
-0.518637,7,656.888714
-0.539811,7,656.904493
-0.517936,7,656.920676
-0.5374,7,656.93162
-0.581761,7,656.940063
-0.577921,7,656.950048
-0.521273,7,656.961633
-0.558503,7,656.969908
-0.510371,7,656.982935
-0.555016,7,656.998021
-0.528548,7,657.013524
-0.433086,7,657.028667
-0.611243,7,657.04112
-0.4712,7,657.057197
-0.542617,7,657.066085
-0.440348,7,657.074326
-0.513872,7,657.086685
-0.492158,7,657.100617
-0.544631,7,657.115357
-0.615127,7,657.131403
-0.558101,7,657.147449
-0.571677,7,657.163515
-0.584981,7,657.177158
-0.616665,7,657.185207
-0.439568,7,657.195513
-0.486764,7,657.203569
-0.466796,7,657.213689
-0.47148,7,657.223254
-0.548541,7,657.2378
-0.495112,7,657.253687
-0.576059,7,657.269974
-0.64661,7,657.28558
-0.545843,7,657.301349
-0.506533,7,657.319873
-0.571323,7,657.335821
-0.682794,7,657.351356
-0.591573,7,657.361081
-0.672688,7,657.376291
-0.704692,7,657.39101
-0.548203,7,657.405668
-0.484808,7,657.420616
-0.617764,7,657.438451
-0.518617,7,657.451506
-0.578286,7,657.462199
-0.510925,7,657.477594
-0.463124,7,657.492837
-0.539869,7,657.507677
-0.559209,7,657.517924
-0.48629,7,657.529603
-0.544147,7,657.545688
-0.63368,7,657.553527
-0.554259,7,657.565197
-0.542861,7,657.574818
-0.632241,7,657.590215
-0.495896,7,657.605319
-0.63738,7,657.61405
-0.522503,7,657.622039
-0.573787,7,657.631806
-0.664495,7,657.641338
-0.571031,7,657.649363
-0.593728,7,657.659563
-0.656423,7,657.667676
-0.485181,7,657.680098
-0.552889,7,657.688282
-0.568773,7,657.697668
-0.56244,7,657.707092
-0.477827,7,657.716843
-0.513829,7,657.726207
-0.605868,7,657.734197
-0.454495,7,657.742338
-0.471897,7,657.750591
-0.601754,7,657.759012
-0.592076,7,657.768036
-0.579823,7,657.779896
-0.57845,7,657.797156
-0.542645,7,657.812787
-0.668229,7,657.820925
-0.534615,7,657.833765
-0.532134,7,657.849407
-0.558402,7,657.864837
-0.551955,7,657.881141
-0.578712,7,657.889127
-0.698943,7,657.905576
-0.450675,7,657.921336
-0.474916,7,657.937186
-0.603887,7,657.952975
-0.50616,7,657.967939
-0.623786,7,657.979517
-0.535725,7,667.002881
-0.427251,7,667.018141
-0.510588,7,667.028732
-0.561392,7,667.036823
-0.501678,7,667.051649
-0.471341,7,667.068107
-0.49004,7,667.083274
-0.487419,7,667.098368
-0.467679,7,667.113417
-0.454067,7,667.128444
-0.937197,7,667.141988
-0.585825,7,667.149741
-0.557859,7,667.161407
-0.422211,7,667.171319
-0.461022,7,667.187947
-0.557076,7,667.203259
-0.518977,7,667.218288
-0.656344,7,667.233395
-0.584452,7,667.248362
-0.489383,7,667.263265
-0.51027,7,667.281097
-0.629948,7,667.295843
-0.60717,7,667.30363
-0.535381,7,667.313948
-0.571108,7,667.32518
-0.628705,7,667.340614
-0.428066,7,667.355631
-0.564138,7,667.37076
-0.5222,7,667.385616
-0.615455,7,667.398084
-0.538186,7,667.406556
-0.585497,7,667.42267
-0.568097,7,667.432861
-0.579412,7,667.4422
-0.490588,7,667.451622
-0.497833,7,667.461108
-0.541352,7,667.470487
-0.550132,7,667.483706
-0.479816,7,667.49867
-0.571151,7,667.516337
-0.492052,7,667.5303
-0.521889,7,667.539732
-0.489576,7,667.554501
-0.565161,7,667.569444
-0.587216,7,667.584828
-0.494455,7,667.599976
-0.63215,7,667.61817
-0.544743,7,667.633053
-0.558173,7,667.648706
-0.675795,7,667.66376
-0.523069,7,667.672441
-0.526006,7,667.687064
-0.522443,7,667.702027
-0.497479,7,667.716965
-0.700078,7,667.730712
-0.498479,7,667.740967
-0.677057,7,667.757044
-0.509738,7,667.765998
-0.600562,7,667.775214
-0.523789,7,667.790513
-0.543749,7,667.800476
-0.555482,7,667.810235
-0.624982,7,667.818223
-0.501868,7,667.826944
-0.543284,7,667.8364
-0.486642,7,667.848035
-0.481583,7,667.857909
-0.51608,7,667.8694
-0.65496,7,667.882015
-0.56804,7,667.894439
-0.60647,7,667.902424
-0.486407,7,667.914708
-0.496096,7,667.929691
-0.571664,7,667.945437
-0.49288,7,667.953449
-0.60477,7,667.965572
-0.543761,7,667.97359
-0.532448,7,667.983626
-0.573572,7,667.99468
-0.671624,7,668.009628
-0.601937,7,668.024467
-0.49087,7,668.03396
-0.512935,7,668.043385
-0.725442,7,668.052829
-0.467687,7,668.064375
-0.512065,7,668.074192
-0.523389,7,668.089882
-0.487161,7,668.104941
-0.550342,7,668.115463
-0.579449,7,668.125709
-0.475444,7,668.138195
-0.567657,7,668.153837
-0.446433,7,668.166298
-0.60223,7,668.176319
-0.573563,7,668.186518
-0.524307,7,668.200218
-0.609483,7,668.215977
-0.588335,7,668.228865
-0.542602,7,668.237027
-0.598109,7,668.246095
-0.628404,7,668.254074
-0.530615,7,668.267231
-0.482423,7,668.281003
-0.552419,7,668.289832
-0.634239,7,668.306701
-0.554683,7,668.32223
-0.503853,7,668.337836
-0.455231,7,668.34787
-0.505602,7,668.355836
-0.591304,7,668.370259
-0.535874,7,668.385813
-0.559531,7,668.398228
-0.640235,7,668.409318
-0.465931,7,668.425397
-0.68054,7,668.440397
-0.515968,7,668.455962
-0.579934,7,668.465061
-0.501058,7,668.473392
-0.576714,7,668.48306
-0.54615,7,668.496475
-0.511317,7,668.512732
-0.522866,7,668.526946
-0.490969,7,668.536535
-0.61671,7,668.549292
-0.497479,7,668.561533
-0.525338,7,668.569487
-0.58227,7,668.580935
-0.477102,7,668.595961
-0.456535,7,668.610146
-0.62849,7,668.617909
-0.692606,7,668.631315
-0.587426,7,668.644637
-0.525124,7,668.654046
-0.50009,7,668.663479
-0.541359,7,668.671466
-0.467828,7,668.6866
-0.625911,7,668.701595
-0.618773,7,668.714246
-0.568474,7,668.723564
-0.509188,7,668.73948
-0.612569,7,668.754544
-0.485923,7,668.769541
-0.515055,7,668.784489
-0.48719,7,668.79943
-0.554783,7,668.811489
-0.466931,7,668.820656
-0.556962,7,668.83173
-0.613127,7,668.842383
-0.517475,7,668.857828
-0.639093,7,668.872838
-0.573307,7,668.88777
-0.575138,7,668.902872
-0.593086,7,668.917789
-0.528557,7,668.932689
-0.515573,7,668.945953
-0.518438,7,668.953788
-0.507816,7,668.965028
-0.678708,7,668.973037
-0.594267,7,668.981481
-0.428926,7,668.989524
-0.634696,7,668.998779
-0.603286,7,669.007846
-0.549889,7,669.023182
-0.62539,7,669.038098
-0.452423,7,669.049695
-0.594107,7,669.060651
-0.499284,7,669.07034
-0.61292,7,669.082415
-0.571632,7,669.097408
-0.733545,7,669.112477
-0.51206,7,669.125401
-0.501245,7,669.134824
-0.514668,7,669.148378
-0.532653,7,669.166293
-0.466043,7,669.180543
-0.562946,7,669.190018
-0.673095,7,669.204921
-0.619188,7,669.219867
-0.60276,7,669.230636
-0.460337,7,669.240165
-0.538881,7,669.249642
-0.510755,7,669.258989
-0.489034,7,669.266984
-0.508843,7,669.277385
-0.677499,7,669.285375
-0.506072,7,669.300759
-0.592576,7,669.31232
-0.527365,7,669.321728
-0.491179,7,669.331816
-0.467215,7,669.342288
-0.571016,7,669.357532
-0.559702,7,669.372467
-0.474949,7,669.38745
-0.627426,7,669.397886
-0.496834,7,669.408868
-0.475319,7,669.424356
-0.505363,7,669.440285
-0.571425,7,669.455372
-0.502668,7,669.465373
-0.555158,7,669.474791
-0.521631,7,669.484159
-0.542456,7,669.495353
-0.509437,7,669.50335
-0.514426,7,669.516316
-0.491618,7,669.532017
-0.572787,7,669.547067
-0.56316,7,669.560533
-0.626067,7,669.568491
-0.60568,7,669.577566
-0.558928,7,669.58707
-0.709884,7,669.600537
-0.584847,7,669.612814
-0.520909,7,669.620793
-0.497757,7,669.635832
-0.603322,7,669.651002
-0.527946,7,669.665941
-0.623917,7,669.681044
-0.545664,7,669.695911
-0.585334,7,669.711935
-0.637044,7,669.721412
-0.520903,7,669.736834
-0.537143,7,669.752266
-0.564313,7,669.767407
-0.615589,7,669.782479
-0.558827,7,669.797402
-0.591855,7,669.812339
-0.676676,7,669.82859
-0.562345,7,669.837817
-0.500642,7,669.85389
-0.609213,7,669.869212
-0.575073,7,669.884492
-0.55275,7,669.895969
-0.607524,7,669.905077
-0.515381,7,669.91343
-0.617843,7,669.921195
-0.459044,7,669.930131
-0.601245,7,669.943389
-0.523392,7,669.95982
-0.582497,7,669.975261
-0.537408,7,669.990308
-0.650442,7,670.005389
-0.529547,7,670.020356
-0.493244,7,670.035253
-0.55096,7,670.050221
-0.637019,7,670.063036
-0.512096,7,670.070811
-0.502294,7,670.087029
-0.458308,7,670.098132
-0.623217,7,670.10738
-0.516062,7,670.116901
-0.569685,7,670.125846
-0.723771,7,670.135236
-0.498914,7,670.144765
-1.08967,7,670.154208
-0.68897,7,670.165705
-0.645253,7,670.178229
-0.519068,7,670.193024
-0.466041,7,670.210124
-0.494508,7,670.223887
-0.551907,7,670.239204
-0.452245,7,670.25429
-0.61471,7,670.26718
-0.551974,7,670.279505
-0.519996,7,670.295781
-0.60584,7,670.311802
-0.499672,7,670.326253
-0.56394,7,670.334406
-0.653726,7,670.346009
-0.595905,7,670.361533
-0.529324,7,670.377877
-0.526285,7,670.385905
-0.55804,7,670.399546
-0.617893,7,670.414666
-0.619338,7,670.427976
-0.634278,7,670.438463
-0.568434,7,670.448097
-0.594466,7,670.456111
-0.6277,7,670.471217
-0.502483,7,670.486298
-0.585702,7,670.498746
-0.546773,7,670.513256
-0.60132,7,670.528311
-0.442882,7,670.542849
-0.592513,7,670.556155
-0.628247,7,670.564276
-0.586556,7,670.572236
-0.551433,7,670.586452
-0.614589,7,670.604384
-0.527035,7,670.619723
-0.625858,7,670.635291
-0.659604,7,670.650366
-0.575581,7,670.666069
-0.59633,7,670.681123
-0.582872,7,679.919124
-0.592153,7,679.937169
-0.485219,7,679.95815
-0.522695,7,679.968945
-0.592192,7,679.983777
-0.611857,7,679.996071
-0.585986,7,680.008327
-0.444308,7,680.022616
-0.566848,7,680.037737
-0.599246,7,680.055123
-0.520502,7,680.075843
-0.524718,7,680.086922
-0.564559,7,680.105084
-0.530462,7,680.118341
-0.490338,7,680.134339
-0.617967,7,680.151641
-0.565964,7,680.170384
-0.643373,7,680.190697
-0.509998,7,680.204833
-0.508181,7,680.223725
-0.490607,7,680.241697
-0.50656,7,680.258326
-0.591981,7,680.269073
-0.515344,7,680.280077
-0.585443,7,680.293426
-0.528133,7,680.304283
-0.538133,7,680.319836
-0.472358,7,680.338108
-0.492672,7,680.356946
-0.513494,7,680.374341
-0.479652,7,680.38824
-0.486484,7,680.403922
-0.60008,7,680.423038
-0.58125,7,680.442132
-0.481618,7,680.458874
-0.584358,7,680.469896
-0.516348,7,680.486843
-0.555631,7,680.505908
-0.486436,7,680.519434
-0.656411,7,680.537259
-0.521153,7,680.5535
-0.493945,7,680.570065
-0.498506,7,680.581276
-0.466221,7,680.592429
-0.494807,7,680.636533
-0.513753,7,680.65781
-0.571228,7,680.672078
-0.478853,7,680.688598
-0.529303,7,680.704867
-0.646279,7,680.715713
-0.632608,7,680.724536
-0.500334,7,680.73334
-0.463676,7,680.745983
-0.530304,7,680.758044
-0.557287,7,680.775068
-0.517297,7,680.791858
-0.4778,7,680.808124
-0.551633,7,680.824348
-0.508047,7,680.84065
-0.531763,7,680.849137
-0.622795,7,680.862751
-0.522397,7,680.876388
-0.544734,7,680.893242
-0.542516,7,680.910467
-0.615298,7,680.925316
-0.576162,7,680.935091
-0.564349,7,680.944854
-0.565723,7,680.954511
-0.489989,7,680.963875
-0.584545,7,680.975036
-0.679675,7,680.983051
-0.562772,7,680.99573
-0.627596,7,681.011413
-0.52668,7,681.027088
-0.464391,7,681.041486
-0.465229,7,681.050997
-0.518299,7,681.060539
-0.549888,7,681.06995
-0.544688,7,681.081589
-0.609657,7,681.09337
-0.547979,7,681.101761
-0.613198,7,681.115036
-0.496023,7,681.131093
-0.616157,7,681.143805
-0.488254,7,681.153302
-0.538938,7,681.167901
-0.54764,7,681.180309
-0.578327,7,681.191261
-0.660549,7,681.208504
-0.561435,7,681.218375
-0.531366,7,681.231407
-0.647381,7,681.247956
-0.606273,7,681.263878
-0.582774,7,681.279091
-0.662555,7,681.287382
-0.638379,7,681.29968
-0.569524,7,681.308033
-0.550768,7,681.324805
-0.483201,7,681.340867
-0.524738,7,681.350845
-0.552657,7,681.361791
-0.497972,7,681.377985
-0.71296,7,681.394706
-0.567302,7,681.403066
-0.63503,7,681.419352
-0.585773,7,681.435356
-0.631825,7,681.451663
-0.533885,7,681.463657
-0.641603,7,681.473809
-0.575763,7,681.482192
-0.613727,7,681.491179
-0.561106,7,681.501386
-0.469391,7,681.513998
-0.507305,7,681.526638
-0.578235,7,681.543458
-0.488915,7,681.560435
-0.574302,7,681.576102
-0.609582,7,681.586489
-0.487078,7,681.602982
-0.529354,7,681.61521
-0.481606,7,681.625681
-0.574192,7,681.642056
-0.70136,7,681.658938
-1.042067,7,681.675676
-0.575989,7,681.692021
-0.517407,7,681.709008
-0.470594,7,681.726865
-0.612661,7,681.742158
-0.551837,7,681.759783
-0.518323,7,681.777111
-0.540944,7,681.795194
-0.662289,7,681.812235
-0.49085,7,681.826959
-0.49243,7,681.835197
-0.542091,7,681.845608
-0.539116,7,681.854395
-0.543931,7,681.871534
-0.515632,7,681.88801
-0.556496,7,681.904172
-0.542101,7,681.92035
-0.458963,7,681.930321
-0.571568,7,681.938466
-0.524776,7,681.950573
-0.63043,7,681.962228
-0.508703,7,681.970449
-0.670685,7,681.984278
-0.49006,7,681.999932
-0.577803,7,682.012365
-0.566504,7,682.020497
-0.661297,7,682.034627
-0.541427,7,682.053578
