#{"t_start": 1773677719.898279, "env_id": "None"}
r,l,t
-0.552138,7,214.375128
-0.595115,7,214.387281--0.792362,7,214.395557--0.567762,7,214.410976--0.475722,7,214.42042
-0.71528,7,214.428465
-0.480703,7,214.436822
-0.640812,7,214.444846
-0.586965,7,214.454154
-0.64944,7,214.467799
-0.526458,7,214.484589
-0.56304,7,214.499128
-0.57744,7,214.507432
-0.576919,7,214.51809
-0.474801,7,214.533246
-1.07786,7,214.548837
-0.451716,7,214.564465
-0.562496,7,214.583062
-0.592468,7,214.626149
-0.516301,7,214.640963
-0.606298,7,214.651461
-0.644883,7,214.659721
-0.593649,7,214.668621
-0.527343,7,214.676885
-0.519593,7,214.686111
-1.012875,7,214.69942
-0.665921,7,214.717013
-0.573985,7,214.733284
-0.662458,7,214.748722
-0.687047,7,214.757155
-0.56099,7,214.767702
-0.495817,7,214.777446
-0.675713,7,214.791841
-0.626937,7,214.810457
-0.526907,7,214.827436
-0.670881,7,214.843169
-0.625744,7,214.854398
-0.555024,7,214.864249
-0.55547,7,214.87228
-0.481018,7,214.882837
-0.565197,7,214.898483
-0.571996,7,214.914706
-0.532321,7,214.922797
-0.575043,7,214.936281
-0.459536,7,214.952239
-0.535578,7,214.964164
-0.648364,7,214.979262
-0.653927,7,214.988451
-0.456531,7,214.99667
-0.599371,7,215.015692
-1.001423,7,215.025466
-0.557992,7,215.040546
-0.684962,7,215.056258
-0.56747,7,215.071856
-0.526937,7,215.087363
-0.537394,7,215.103125
-0.511421,7,215.117471
-0.582868,7,215.125464
-0.637324,7,215.139782
-0.656846,7,215.155167
-0.657906,7,215.170259
-0.629397,7,215.183341
-0.653,7,215.191283
-0.532149,7,215.200059
-0.661401,7,215.209514
-0.445194,7,215.223947
-0.642591,7,215.236322
-0.64867,7,215.249121
-0.51685,7,215.264438
-0.470522,7,215.279532
-0.637077,7,215.294582
-0.523312,7,215.309616
-0.533021,7,215.32456
-0.543348,7,215.337431
-0.592361,7,215.345898
-0.520416,7,215.362238
-0.578693,7,215.377792
-0.66364,7,215.392807
-0.538585,7,215.401706
-0.540889,7,215.409449
-0.653552,7,215.421999
-0.570814,7,215.433489
-0.583757,7,215.441361
-0.616373,7,215.453411
-0.48022,7,215.465564
-0.63011,7,215.481232
-0.629716,7,215.492951
-0.981154,7,215.506633
-0.579865,7,215.52049
-0.548011,7,215.535562
-0.497249,7,215.545414
-0.738631,7,215.554906
-0.502624,7,215.566785
-0.48947,7,215.576136
-0.491621,7,215.588472
-0.545069,7,215.596491
-0.527745,7,223.616957
-0.706633,7,223.634063
-0.58632,7,223.643543
-0.593152,7,223.656989
-0.744867,7,223.67311
-0.667339,7,223.684606
-0.557878,7,223.692713
-0.489225,7,223.706185
-0.554035,7,223.718524
-0.807417,7,223.726451
-0.617031,7,223.739831
-0.516658,7,223.75373
-0.563392,7,223.762907
-0.541585,7,223.779678
-0.570059,7,223.795484
-0.548572,7,223.805855
-0.518752,7,223.817752
-1.022652,7,223.832502
-0.621165,7,223.840521
-0.575132,7,223.849148
-0.502312,7,223.858666
-0.54263,7,223.870049
-0.563429,7,223.881438
-0.505229,7,223.897292
-0.474852,7,223.905506
-0.537767,7,223.916109
-0.572341,7,223.931258
-0.684651,7,224.135808
-0.516672,7,224.148767
-0.567109,7,224.16499
-0.638465,7,224.173545
-0.566293,7,224.185463
-0.531161,7,224.195757--0.566554,7,224.213221--0.767949,7,224.229321--0.53821,7,224.245683
-0.564622,7,224.261852-0-0.501242,7,224.27739-0.-0.487279,7,224.29306-0.-0.560919,7,224.30487-0.-0.48271,7,224.31651-0.-0.643498,7,224.33256-0.-0.61486,7,224.34823--0.636092,7,224.363762--0.727195,7,224.379339--0.541662,7,224.394545--0.687796,7,224.414093-0-0.57601,7,224.42911
-0.591286,7,224.437941
-0.669975,7,224.448287
-0.465218,7,224.463349--0.658784,7,224.476348--0.536831,7,224.490843--0.505344,7,224.500442--0.587413,7,224.509938--0.630436,7,224.526472-0-0.543669,7,224.54253-0.-0.567899,7,224.55328-0.-0.566527,7,224.56426-0-0.503825,7,224.57972-0.-0.561861,7,224.59140-0.-0.624545,7,224.60479-0.-0.576716,7,224.61836-0.-0.476469,7,224.62884-0.-0.559834,7,224.64240-0.-0.949207,7,224.65774-0.-0.62634,7,224.674756-0-0.548475,7,224.691814-0-0.539079,7,224.708841-0-0.509357,7,224.72152-0.-0.547972,7,224.73790-0.-0.45309,7,224.753709-0-0.539856,7,224.766007-0-0.484077,7,224.782736-0-0.961587,7,224.793904-0-0.530961,7,224.80399-0.-0.564098,7,224.81282-0.-0.495866,7,224.82270-0.-0.478842,7,224.83630-0.-0.577248,7,224.85192-0.-0.541562,7,224.8682-0.7-0.994844,7,224.8829-0.6-0.587658,7,224.8913-0.4-0.440693,7,224.9060-0.6-0.587321,7,224.9222-0.5-0.503742,7,224.9378-0.5-0.584783,7,224.9487-0.6-0.604434,7,224.9583-0.-0.667135,7,224.9740-0.6-0.5893,7,224.989697-0-0.463183,7,225.0054-0.5-0.570425,7,225.0209-0.6-0.5401,7,225.036514-0-0.518096,7,225.05130-0.-0.654346,7,225.06140-0.-0.572728,7,225.07867-0.-0.578771,7,225.09492-0.-0.693528,7,225.11102-0.-0.506326,7,225.12168-0-0.523922,7,225.133627-0-0.634133,7,225.149085-0-0.53021,7,225.164687--0.460982,7,225.17275-0-0.488269,7,225.18567-0.-0.557579,7,225.20087-0-0.603057,7,225.21603-0.-0.66446,7,225.2312--0.608987,7,225.24649-0-0.500457,7,225.266702-0-0.487398,7,225.287194-0-0.580889,7,225.298936-0-0.703818,7,225.318218-0-0.515495,7,225.334843-0-0.538121,7,225.350147-0-0.561477,7,225.363949-0-0.622504,7,225.386072-1-0.597544,7,225.406434-0-0.480793,7,225.422888-0-0.546413,7,225.43723-0.-0.678717,7,225.4475-0.5-0.582977,7,225.4641-0.5-0.577511,7,225.480-0.69-0.485135,7,225.501-0.49-1.076026,7,225.519-0.5-0.511144,7,225.5346-0.6-0.539353,7,225.5448-0.5-0.705061,7,225.5607-0.6-0.59224,7,225.57741-0-0.501187,7,225.593614-0-0.614516,7,225.606003-0-0.556675,7,225.616436-0-0.551521,7,225.62932-0.-0.555808,7,225.64402-0.-0.443956,7,225.65685-0.-0.618506,7,225.6672-0.5-0.498273,7,225.6772-0.5-0.606325,7,225.6928-0.5-0.518278,7,225.7033-0.5-0.638412,7,225.720-0.60-0.494893,7,225.734-0.50-0.48098,7,225.7461-0.5-0.508319,7,225.7637-0.5-0.504684,7,225.7809-0.4-0.470496,7,225.7986-0.5-0.537217,7,225.816-0.6-1.095581,7,225.8276-0.5-0.691029,7,225.8454-0.5-0.458628,7,225.865-0.51-0.580612,7,225.883-0.52-0.467459,7,225.9-0.5746-0.463294,7,225.9-0.5748-0.553432,7,225.9-0.6002-0.631244,7,225.9-0.6245-0.532976,7,225.9-0.6379-0.448019,7,225.9-0.5620-0.593117,7,225.9-0.6515-0.528925,7,226.0-0.5568-0.679602,7,226.0-0.5007-0.520039,7,226.0-0.6144-0.552677,7,226.0-0.4509-0.523673,7,226.-0.59939-0.574682,7,226.-0.60582-0.648265,7,226.-0.61406-0.556777,7,226.-0.62364-0.495488,7,226-0.592034-0.615073,7,226-0.671089-0.574053,7,226-0.733755-0.653051,7,226-0.666818-0.50463,7,226.-0.50505-0.623241,7,226.-0.57020-0.506392,7,226.-0.4909-0.538211,7,226.2-0.5355-0.510074,7,226.2-0.7819-0.509622,7,226.2-0.5994-0.59364,7,226.24-0.616-0.548266,7,226.25-0.525-0.596035,7,226.27-0.551-0.638428,7,226.28-0.484-0.697727,7,226.30-0.496-0.674847,7,226.31-0.637-0.59868,7,226.328-0.68-0.45817,7,226.3439-0.6-0.485649,7,226.354-0.56-0.648713,7,226.366-0.67-0.550761,7,226.38-0.561-0.649294,7,226.3-0.6565-0.631179,7,22-0.66487-0.599288,7,226.-0.6766-0.675988,7,226.-0.60922-0.591431,7,226-0.511994-0.506308,7,22-0.689507,-0.514877,7,22-0.612899,-0.490471,7,2-0.647935,7-0.537046,7,2-0.506306,7-0.511612,7,2-0.488226,7-0.542282,7,2-1.039509,7-0.654332,7,2-0.465045,-0.603313,7,22-0.501636,-0.529322,7,22-0.563944,-0.579893,7,22-0.509474,-0.66957,7,226-0.631564-0.5929,7,226.6-0.5073-0.518802,7,226.6-0.5678-0.481362,7,226.-0.56429-0.584871,7,226.-0.51782-0.515393,7,226.-0.6175-0.576491,7,226.6-0.5858-0.471017,7,226.6-0.5002-0.63759,7,226.68-0.846-0.533072,7,226.69-0.467-0.520868,7,226.70-0.540-0.526738,7,226.71-0.520-0.466603,7,226.72-1.097-0.645708,7,226.74-0.502-0.580594,7,226.75-0.661-0.530686,7,226.77-0.995-0.80336,7,226.788-0.62-0.538261,7,226.804-0.59-0.590275,7,226.819-0.69-0.62773,7,226.8273-0.5-0.61092,7,226.84103-0.-0.547941,7,226.85380-0.-0.557672,7,226.86398-0.-0.732694,7,226.87997-0.-0.654704,7,226.89077-0-0.609484,7,226.901784-0-0.637032,7,226.913589-0-0.510617,7,226.925264-0-0.612443,7,226.941669-0-0.572562,7,226.956504-0-0.496338,7,226.970496-0-0.559233,7,226.979366-0-0.473938,7,226.990102-0-0.644578,7,227.002834-0-0.523668,7,227.01879--0.617846,7,227.03262
-0.476951,7,227.042406
-0.569214,7,227.054486
-0.51626,7,227.064353
-0.581595,7,227.074957
-0.550917,7,227.089715
-0.583978,7,227.105554
-0.48974,7,227.118125
-0.632044,7,227.126537
-0.601362,7,227.135844
-0.557863,7,227.145952
-0.6174,7,227.162271
-0.542408,7,227.171729
-0.488639,7,227.182833
-0.755238,7,227.198705
-0.607576,7,227.214906--0.654657,7,227.230553--0.488482,7,227.246255--0.616071,7,227.254855-0-0.624655,7,227.269487-0-0.553922,7,227.287875-0-0.543032,7,227.304007-0-0.591534,7,227.319271-0-0.605153,7,227.333621-0-0.578974,7,227.34483--0.548701,7,227.361323--0.623658,7,227.376952--0.627485,7,227.391974--0.556212,7,227.407266-0-0.565214,7,227.421969-0-0.615603,7,227.433969-0-0.603858,7,227.448529-0-0.662236,7,227.459131-0-0.54894,7,227.470809--0.610482,7,227.483098--0.5801,7,227.493028
-0.54615,7,227.506
-0.488319,7,227.523936
-0.567151,7,227.538553
-0.56074,7,227.551773
-0.584464,7,227.566159
-0.580032,7,227.57915
-0.452356,7,227.594069
-0.438653,7,227.60887
-0.566933,7,227.625437
-0.649197,7,227.639088
-0.986583,7,227.649011
-0.634669,7,227.664533
-0.511495,7,227.680645
-0.539708,7,227.696297
-0.551546,7,227.708593
-0.5982,7,227.721467
-0.630523,7,227.73776
-0.601341,7,227.756576
-0.545579,7,227.771542
-0.618436,7,227.785959
-0.624449,7,227.799387
-0.478846,7,227.811945
-0.564511,7,236.080527
-0.671119,7,236.096349
-0.544141,7,236.11244
-0.56329,7,236.130819
-0.498654,7,236.151528
-0.493242,7,236.169944
-0.495139,7,236.186318
-0.515151,7,236.202913
-0.581555,7,236.219186
-0.668063,7,236.235424
-0.650727,7,236.251478
-0.600289,7,236.265523
-0.60158,7,236.273589
-0.546688,7,236.28681
-0.657321,7,236.295115
-0.685169,7,236.30509
-0.546355,7,236.316493
-0.651852,7,236.332245
-0.527252,7,236.34799
-0.536318,7,236.357709
-0.588073,7,236.374857
-0.561894,7,236.389091
-0.553977,7,236.405084
-0.566182,7,236.420762
-1.013137,7,236.436452
-0.51659,7,236.451987
-1.053147,7,236.466924
-0.546267,7,236.482832
-0.57883,7,236.490673
-0.538894,7,236.504301
-0.54629,7,236.519452
-0.498778,7,236.53262
-0.594219,7,236.541831
-0.474349,7,236.551502
-0.574444,7,236.55952
-0.685564,7,236.572712
-0.557822,7,236.58762
-0.591458,7,236.602171
-0.555485,7,236.615471
-0.642113,7,236.631012
-0.525635,7,236.646302
-0.510209,7,236.654653
-0.507351,7,236.664186
-0.639381,7,236.673486
-0.612574,7,236.682274
-0.525126,7,236.691746
-0.551917,7,236.708197
-0.538331,7,236.72169
-0.650746,7,236.733477
-0.521882,7,236.748739
-0.512925,7,236.761352
-0.501975,7,236.775949
-0.555699,7,236.791745
-0.54448,7,236.802829
-0.674808,7,236.815406
-0.586626,7,236.823532
-0.506438,7,236.835711
-0.537571,7,236.844033
-0.58916,7,236.859367
-0.562591,7,236.870638
-0.444084,7,236.880919
-0.528605,7,236.88914
-0.544779,7,236.899954
-0.601492,7,236.918785
-1.072061,7,236.935445
-0.748586,7,236.943715
-0.585027,7,236.959196
-0.616281,7,236.974944
-0.487796,7,236.99053
-0.554814,7,237.006072
-0.764867,7,237.017707
-0.529816,7,237.025718
-0.569225,7,237.036737
-0.629241,7,237.047285
-0.575981,7,237.063443
-0.593577,7,237.079387
-0.654419,7,237.094739
-0.547433,7,237.1103
-0.579505,7,237.124712
-0.646337,7,237.139633
-0.543874,7,237.153466
-0.601348,7,237.169342
-0.658221,7,237.181599
-0.709848,7,237.193281
-0.45098,7,237.206601
-0.523345,7,237.223903
-0.482528,7,237.237591
-0.597621,7,237.251106
-0.698873,7,237.267597
-0.440344,7,237.283467--0.545577,7,237.29957
-0.500308,7,237.314054
-0.552492,7,237.326201
-0.558321,7,237.342154
-0.614641,7,237.356335
-0.552249,7,237.36676
-0.540453,7,237.379029
-0.550373,7,237.38906
-0.73322,7,237.403389
-0.594521,7,237.4196
-0.636288,7,237.434857
-0.629763,7,237.449787
-0.605536,7,237.464676
-0.491456,7,237.483406
-0.586158,7,237.495688
-0.606349,7,237.510604
-0.5407,7,237.527573
-0.561636,7,237.543108
-0.585445,7,237.556827
-0.5581,7,237.570779
-0.631265,7,237.58471
-0.488569,7,237.60212
-0.594337,7,237.619202
-0.582033,7,237.637226
-0.513127,7,237.652479
-0.466349,7,237.66666
-0.566252,7,237.680941
-0.607739,7,237.692428
-0.586135,7,237.712884
-0.525979,7,237.72423
-0.495166,7,237.742421
-0.62138,7,237.760897
-0.619081,7,237.780558
-0.587972,7,237.792439
-0.541306,7,237.804253
-0.546088,7,237.817828
-0.50113,7,237.829643
-0.59556,7,237.842513
-0.601148,7,237.857848
-0.450257,7,237.874604
-0.60833,7,237.891121
-0.508156,7,237.907372
-0.623581,7,237.919157
-0.531807,7,237.927703
-0.527755,7,237.938385
-0.711918,7,237.950592
-0.55105,7,237.967817
-0.605013,7,237.984204
-0.548547,7,237.999098
-0.652391,7,238.007414
-0.579046,7,238.015946
-0.646796,7,238.024158
-0.737481,7,238.036604
-0.582104,7,238.051678
-1.058222,7,238.063599
-0.529941,7,238.080216
-0.542349,7,238.095804
-0.615653,7,238.111438
-0.540121,7,238.127034
-0.507042,7,238.143101
-0.571366,7,238.155539
-0.496833,7,238.168998
-0.5304,7,238.184829
-0.603345,7,238.201407
-0.473104,7,238.217031
-0.575907,7,238.231662
-1.074309,7,238.239754
-1.064412,7,238.251214
-0.525159,7,238.266844
-0.497441,7,238.274879
-0.62581,7,238.288857
-0.535347,7,238.299632
-0.5614,7,238.315266
-0.516281,7,238.330673
-0.555732,7,238.345589
-0.599636,7,238.360497
-0.682034,7,238.375372
-0.544904,7,238.387537
-0.573359,7,238.402193
-0.533726,7,238.417995
-0.577252,7,238.429245
-0.685986,7,238.44037
-0.612457,7,238.453327
-1.078341,7,238.46595
-0.723534,7,238.474026
-0.75826,7,238.484733
-0.523476,7,238.502839
-0.550796,7,238.519381
-0.512205,7,238.534768
-0.540141,7,238.549863
-0.663623,7,238.564655
-0.560787,7,238.574242
-0.510964,7,238.588244
-0.801813,7,238.600005
-0.542481,7,238.61236
-0.548467,7,238.620563
-0.505233,7,238.633305
-0.516192,7,238.647745
-0.615564,7,238.657333
-0.604212,7,238.669778
-0.665764,7,238.682986
-0.55838,7,238.692507
-0.528474,7,238.701983
-0.541489,7,238.71437
-0.623242,7,238.722464
-0.628446,7,238.736419
-0.552916,7,238.751438
-0.609026,7,238.766655
-0.548814,7,238.781889
-0.460035,7,238.796871
-0.544937,7,238.811816
-0.629663,7,238.828623
-0.513679,7,238.844091
-0.490822,7,238.859969
-0.623755,7,238.874949
-0.590374,7,238.885432
-0.488264,7,238.893372
-0.6096,7,238.90182
-0.484407,7,238.910063
-0.582184,7,238.924192
-0.684202,7,238.940357
-0.707709,7,238.957198
-0.620022,7,238.972717
-0.568387,7,238.987797
-0.719032,7,239.003032
-0.494482,7,239.017028
-0.73287,7,239.027012
-0.624809,7,239.038372
-0.587247,7,239.049851
-0.566593,7,239.060412
-0.646953,7,239.075265
-0.571756,7,239.08927
-0.448212,7,239.104764
-0.818304,7,239.122878
-0.520904,7,239.139479
-0.547934,7,239.157496
-0.532208,7,239.175819
-0.987165,7,239.192703
-0.670331,7,239.206689
-0.548953,7,239.223249
-0.513879,7,239.239588
-0.654534,7,239.256565
-0.602265,7,239.275369
-0.557562,7,239.291045
-0.616953,7,239.307981
-0.559361,7,239.324463
-0.997897,7,239.340756
-0.560121,7,239.357009
-0.537541,7,239.373134
-0.598478,7,239.389873
-0.686347,7,239.401848
-0.568746,7,239.41055
-0.672565,7,239.427741
-0.660426,7,239.444383
-0.592418,7,239.460741
-0.497245,7,239.476817
-0.534338,7,239.492284
-0.443997,7,239.504837
-0.475626,7,239.515478
-0.652954,7,239.531809
-0.601922,7,239.548869
-0.474062,7,239.564664
-0.595385,7,239.580277
-0.541359,7,239.595835
-0.570545,7,239.604285
-0.493153,7,239.614518
-0.622848,7,239.62267
-0.699028,7,239.63433
-0.574488,7,239.650086
-0.622872,7,239.658272
-0.607327,7,239.67081
-0.562566,7,239.686486
-0.649591,7,239.702231
-0.503924,7,239.717621
-0.524255,7,239.730662
-0.614553,7,239.739043
-0.643474,7,239.749232
-0.544921,7,239.764049
-0.577774,7,239.778911
-0.512333,7,239.794971
-0.530364,7,239.810719
-0.621546,7,239.826223
-0.523859,7,239.841138
-0.475744,7,239.854765
-0.625623,7,239.87059
-0.544329,7,239.885664
-0.576872,7,239.89878
-0.47982,7,239.906934
-0.744246,7,239.920231
-0.530389,7,239.93529
-0.648269,7,239.950433
-0.522537,7,239.964824
-0.672227,7,239.972604
-0.502044,7,239.986494
-0.48632,7,240.00186
-0.535007,7,240.016911
-0.426277,7,240.032056
-0.492943,7,240.046866
-0.578329,7,240.054781
-0.682526,7,240.065109
-0.664783,7,240.073297
-0.535559,7,240.087349
-0.665817,7,248.119781
-0.667147,7,248.132727
-0.487864,7,248.140811
-0.490677,7,248.155854
-0.61799,7,248.171694
-0.613728,7,248.187296
-0.584529,7,248.203246
-0.529725,7,248.218223
-0.602854,7,248.233362
-0.583932,7,248.248037
-0.564669,7,248.255889
-0.590281,7,248.270911
-0.595207,7,248.286451
-0.560601,7,248.297916
-0.473694,7,248.307774
-0.570834,7,248.321516
-0.487208,7,248.333534
-0.683806,7,248.343044
-0.539963,7,248.3609
-0.536965,7,248.377198
-0.56768,7,248.392274
-0.552662,7,248.406825
-0.479861,7,248.421713
-0.509673,7,248.436827
-0.572062,7,248.451699
-0.60698,7,248.46511
-0.707132,7,248.472876
-0.632912,7,248.487775
-0.570919,7,248.499314
-0.650441,7,248.513151
-0.61661,7,248.521363
-0.616825,7,248.533176
-0.590178,7,248.548296
-0.518908,7,248.566084
-0.552414,7,248.581523
-0.526402,7,248.59717
-0.518755,7,248.605603
-0.625685,7,248.616027
-0.564377,7,248.631325
-0.513497,7,248.646373
-0.488243,7,248.660937
-0.588856,7,248.67004
-0.600769,7,248.681057
-0.619425,7,248.690188
-0.643004,7,248.704969
-0.603524,7,248.72013
-0.540705,7,248.735185
-0.51816,7,248.750781
-0.54079,7,248.76591
-0.635136,7,248.7742
-0.486618,7,248.789453
-0.457065,7,248.805917
-0.462412,7,248.821089
-0.550922,7,248.833437
-0.474038,7,248.841383
-0.592107,7,248.849837
-0.585544,7,248.857834
-0.593809,7,248.867083
-0.583813,7,248.876497
-0.683379,7,248.886021
-0.535607,7,248.898729
-0.557489,7,248.906791
-0.516971,7,248.921923
-0.482365,7,248.937094
-0.535217,7,248.95232
-0.518143,7,248.968275
-0.593819,7,248.983335
-0.603798,7,248.99639
-0.516148,7,249.004211
-0.640613,7,249.014163
-0.553945,7,249.022164
-0.60514,7,249.036036
-0.662889,7,249.049554
-0.509937,7,249.059907
-0.589155,7,249.074617
-0.573326,7,249.089892
-0.660802,7,249.105111
-0.612515,7,249.11843
-0.67134,7,249.126424
-0.622264,7,249.142062
-0.542435,7,249.156937
-0.555793,7,249.170234
-0.578213,7,249.184086
-0.545866,7,249.200052
-0.574961,7,249.213684
-0.57732,7,249.230644
-0.454498,7,249.249048
-0.534001,7,249.266853
-0.639975,7,249.281299
-0.506469,7,249.295736
-0.549016,7,249.306964
-0.490186,7,249.317299
-0.591012,7,249.329702
-0.592596,7,249.339567
-0.445614,7,249.355882
-0.97417,7,249.373858
-0.639391,7,249.384736
-0.625992,7,249.393047
-0.511709,7,249.407914
-0.58147,7,249.418896
-0.558935,7,249.427143
-0.503294,7,249.442511
-0.697628,7,249.458093
-0.450751,7,249.470094
-0.662418,7,249.483605
-0.551159,7,249.49931
-0.498029,7,249.51411
-0.648241,7,249.529826
-0.659944,7,249.545397
-0.666034,7,249.56372
-0.601617,7,249.579634
-0.703467,7,249.595501
-0.550446,7,249.605418
-0.534962,7,249.614473
-0.617992,7,249.622628
-0.63248,7,249.634431
-0.462376,7,249.649559
-0.552696,7,249.662803
-0.510393,7,249.672
-0.556457,7,249.683713
-0.50694,7,249.692924
-0.584081,7,249.708956
-0.547589,7,249.724058
-0.928785,7,249.738965
-0.50865,7,249.754517
-0.544058,7,249.769609
-0.633428,7,249.784606
-0.529043,7,249.798182
-0.625087,7,249.807836
-0.476982,7,249.823786
-0.519751,7,249.83981
-0.525073,7,249.852342
-0.526242,7,249.865492
-0.607351,7,249.873463
-0.648332,7,249.884771
-0.463323,7,249.899843
-0.729799,7,249.915156
-0.583596,7,249.923193
-0.67343,7,249.935209
-0.607638,7,249.943232
-0.948092,7,249.952764
-0.648017,7,249.961096
-0.733724,7,249.973829
-0.521556,7,249.982522
-0.654112,7,249.990537
-0.597643,7,249.999523
-0.531441,7,250.008961
-0.627392,7,250.018496
-0.679804,7,250.030907
-0.530356,7,250.038937
-0.505571,7,250.054134
-0.568766,7,250.069237
-0.648598,7,250.081791
-0.632338,7,250.089976
-0.649394,7,250.1044
-0.668348,7,250.119415
-0.655235,7,250.315418
-0.462868,7,250.333899
-0.622945,7,250.348954
-0.525948,7,250.359834
-0.71559,7,250.373769
-0.645545,7,250.389472
-0.557668,7,250.403544
-0.519961,7,250.420404
-0.528349,7,250.434182
-0.935393,7,250.44618
-0.489658,7,250.461419
-0.571658,7,250.473093
-0.59079,7,250.490841
-0.704458,7,250.504373
-0.550129,7,250.517315
-0.506138,7,250.536407
-0.606756,7,250.553484
-0.476288,7,250.56868
-0.510833,7,250.593107
-0.635128,7,250.603514
-0.565047,7,250.61225
-0.684319,7,250.62815
-0.472853,7,250.64503
-0.596766,7,250.657238
-0.514845,7,250.671076
-0.519812,7,250.69356
-0.617207,7,250.709366
-0.588466,7,250.726508
-0.58006,7,250.742487
-0.483574,7,250.760804
-0.489235,7,250.77113
-0.55762,7,250.785237
-0.480698,7,250.800562
-0.660669,7,250.808642
-0.539567,7,250.823836
-0.576069,7,250.836479
-0.7182,7,250.852835
-0.605538,7,250.867979
-0.503382,7,250.883701
-0.640896,7,250.898778
-0.513431,7,250.916678
-0.720397,7,250.932319
-0.645283,7,250.947529
-0.605206,7,250.963569
-0.595919,7,250.978699
-0.675714,7,250.994062
-0.53775,7,251.009166
-0.713433,7,251.030333
-0.609886,7,251.041835
-0.539172,7,251.058556
-0.691555,7,251.073691
-0.653106,7,251.089427
-0.615719,7,251.101749
-0.60938,7,251.110939
-0.513601,7,251.118975
-0.515362,7,251.127087
-0.629825,7,251.136886
-0.58076,7,251.152299
-0.574091,7,251.168828
-0.515181,7,251.183973
-0.563834,7,251.197757
-0.496391,7,251.207971
-0.538876,7,251.218129
-0.598037,7,251.227767
-0.605474,7,251.241371
-0.510442,7,251.252076
-0.549103,7,251.264658
-1.015148,7,251.273425
-1.013603,7,251.287592
-0.618948,7,251.298075
-0.519654,7,251.310101
-0.590332,7,251.324948
-0.540866,7,251.340064
-0.610646,7,251.359048
-0.632297,7,251.369391
-0.485016,7,251.386892
-0.517117,7,251.407048
-0.614865,7,251.428034
-0.524725,7,251.452124
-0.645729,7,251.469329
-0.564328,7,251.487452
-0.503848,7,251.502687
-0.522625,7,251.52887
-0.632063,7,251.548371
-0.561623,7,251.56243
-0.544447,7,251.582779
-0.609611,7,251.601029
-0.5178,7,251.612908
-0.651072,7,251.626044
-0.608885,7,251.640993
-0.664179,7,251.65933
-0.725032,7,251.675905
-0.518163,7,251.694732
-0.634912,7,251.713543
-0.497152,7,251.72678
-0.521332,7,251.743213
-0.658807,7,251.759696
-0.600976,7,251.77052
-0.593417,7,251.781455
-0.609892,7,251.798217
-0.715019,7,251.813945
-0.572944,7,251.824381
-0.605214,7,251.842374
-0.55444,7,251.855851
-0.50167,7,251.869204
-0.663986,7,251.885658
-0.65038,7,251.899211
-0.489631,7,251.910758
-0.635256,7,251.922332
-0.64527,7,251.936817
-0.543198,7,251.953714
-0.519118,7,251.976255
-0.503581,7,251.994113
-0.489371,7,252.020679
-0.56639,7,252.042151
-0.600437,7,252.06507
-0.549534,7,252.085216
-0.601775,7,252.109571
-0.65762,7,252.129423
-0.70564,7,252.143653
-0.615369,7,252.163443
-0.506567,7,252.18245
-0.68343,7,252.198816
-0.617704,7,252.217665
-0.601396,7,252.236047
-0.546376,7,252.260046
-0.658734,7,252.280278
-0.506405,7,252.301184
-0.527383,7,252.318809
-0.561559,7,252.344763
-0.523062,7,252.371758
-0.620495,7,252.390338
-0.59356,7,252.408528
-0.548663,7,252.423127
-0.644217,7,252.439256
-0.540796,7,252.457769
-0.617638,7,252.480469
-0.462313,7,260.760466
-0.500011,7,260.77666
-0.46919,7,260.792435
-0.497048,7,260.802052
-0.552084,7,260.810117
-0.651909,7,260.819682
-0.532017,7,260.831486
-0.539624,7,260.848011
-0.646873,7,260.856073
-0.615634,7,260.871534
-0.517691,7,260.887454
-0.568124,7,260.903147
-0.689908,7,260.919332
-0.650226,7,260.933706
-0.530527,7,260.945569
-0.58406,7,260.955273
-0.589163,7,260.970007
-0.597203,7,260.985967
-0.557352,7,260.998927
-0.4666,7,261.008386
-0.542832,7,261.01822
-0.639131,7,261.02763
-0.574152,7,261.037051
-0.520119,7,261.046401
-0.540642,7,261.055784
-0.578727,7,261.068047
-0.504771,7,261.078218
-0.637836,7,261.094213
-0.553818,7,261.109474
-0.47059,7,261.118812
-0.463246,7,261.12736
-0.512032,7,261.14256
-0.495723,7,261.157874
-0.508848,7,261.172771
-0.578058,7,261.185624
-0.590079,7,261.197052
-0.642923,7,261.212285
-0.647827,7,261.222148
-0.587268,7,261.234328
-0.557446,7,261.24777
-0.494178,7,261.255717
-0.513403,7,261.266809
-0.593529,7,261.281891
-0.684097,7,261.289882
-0.670286,7,261.300611
-0.684442,7,261.311092
-0.573699,7,261.32706
-0.613583,7,261.337064
-0.540362,7,261.347885
-0.696148,7,261.363966
-0.621235,7,261.379119
-0.57443,7,261.395336
-0.683276,7,261.406972
-0.523267,7,261.420871
-0.511802,7,261.432923
-0.470194,7,261.447452
-0.57171,7,261.463342
-0.478577,7,261.479604
-0.578498,7,261.496218
-0.54332,7,261.514528
-0.498828,7,261.525232
-0.589689,7,261.543181
-0.533119,7,261.559779
-0.508334,7,261.571361
-0.565053,7,261.583949
-0.572375,7,261.59774
-0.513836,7,261.60761
-0.578673,7,261.622255
-0.586512,7,261.640024
-0.562798,7,261.656927
-0.611694,7,261.672581
-0.586181,7,261.688567
-0.660829,7,261.704287
